sID,sentence,is_stressor,is_stressor_conf,is_covid,is_covid_conf,original_label,top_label,second_label,avg_severity,median_severity,SD_severity,Votes,Financial Problem,Other,Everyday Decision Making,Emotional Turmoil,School,Family Issues,Social Relationships,Work,"Health, Fatigue, or Physical Pain",Source,is_seed
776,i found out my ex has a new girlfriend,1,80.00%,0,100.00%,Social Relationships,Social Relationships,Other,2.6,2,2.06,5,0,0.2,0,0,0,0,0.8,0,0,popbots_live,1
777,i get paid slave wages on mturk and am being evicted.,1,100.00%,0,100.00%,Work,Financial Problem,Work,7.2,7,1.94,8,0.7,0,0,0.1,0,0,0,0.2,0,mTurk_synthetic,0
778,i got a new boss that doesn't perform his job properly,1,100.00%,0,100.00%,Work,Work,Financial Problem,5.6,6,2.06,5,0.2,0,0,0,0,0,0,0.8,0,mTurk_synthetic,0
779,i got a new boss who is a jerk,1,100.00%,0,100.00%,Work,Work,Social Relationships,3.4,3,0.49,7,0,0,0,0,0,0,0.2,0.8,0,mTurk_synthetic,0
780,i got a speeding ticket and i have court this week.,1,100.00%,0,100.00%,Emotional Turmoil,Other,Financial Problem,5.6,5,1.36,8,0.3,0.6,0.1,0,0,0,0,0,0,mTurk_synthetic,0
781,i got fight with my boss. reason is she is very dominate.,1,100.00%,0,100.00%,Work,Work,Social Relationships,4.2,4,1.6,7,0,0,0,0,0,0,0.2,0.8,0,mTurk_synthetic,0
782,I got furloughed and now am worrying about how to take care of my kid.,1,100.00%,1,80.00%,Financial Problem,Work,Family Issues,7.8,8,1.47,10,0.1,0.1,0,0,0,0.3,0,0.5,0,mTurk_synthetic_covid,0
783,i got in a fight with my brother :(,1,100.00%,0,100.00%,Family Issues,Family Issues,Social Relationships,4.8,5,1.33,6,0.2,0,0,0,0,0.5,0.3,0,0,mTurk_synthetic,1
784,i got into an accident,1,100.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Financial Problem,8,8,1.9,7,0.3,0,0,0.2,0,0,0,0,0.5,mTurk_synthetic,1
785,"i got my car serviced last week, and now it's making a strange noise when i stop, smh!",1,100.00%,0,100.00%,Financial Problem,Other,Emotional Turmoil,2.8,2,1.47,6,0,0.7,0.1,0.2,0,0,0,0,0,mTurk_synthetic,0
786,i got passed over for a promotion at work.,1,100.00%,0,100.00%,Work,Work,Financial Problem,4.2,4,1.17,6,0.1,0,0,0,0,0,0,0.9,0,mTurk_synthetic,0
787,i got promoted at work and am getting a lot of tasks assigned to me,1,100.00%,0,100.00%,Work,Work,School,5.6,6,1.02,5,0,0,0,0,0.2,0,0,0.8,0,mTurk_synthetic,0
788,i got stress out because my daughter didn't do her writing and homework,1,100.00%,0,100.00%,Family Issues,Family Issues,Social Relationships,3.6,3,1.36,6,0,0,0,0,0.1,0.7,0.2,0,0,mTurk_synthetic,1
789,i got stress out because our neighbor called a police because our dog attack their cat,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Other,5.4,5,1.5,6,0,0.2,0,0.1,0,0,0.7,0,0,mTurk_synthetic,0
790,i got stress out yesterday because our dog got out and attack our neighbors yard,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Work,7,6,1.55,7,0.1,0.1,0.2,0,0,0.1,0.3,0.2,0,mTurk_synthetic,1
791,i had a fight with my close friend,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Other,5,5,1.26,6,0,0.2,0,0.1,0,0,0.7,0,0,mTurk_synthetic,1
792,I had a miscommunication with my boss.,1,100.00%,0,100.00%,Work,Work,Everyday Decision Making,3.2,3,1.6,6,0,0,0.1,0,0,0,0,0.9,0,mTurk_synthetic_covid,0
793,i had a mistake in implementing a new update to the system today morning,1,80.00%,0,100.00%,Work,Work,Everyday Decision Making,2,2,1.41,6,0,0.2,0.3,0,0,0,0,0.5,0,mTurk_synthetic,0
794,i had a really hard day at work,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,6.2,6,0.98,6,0,0,0,0.2,0,0,0,0.7,0.1,mTurk_synthetic,0
795,i had a stress in deciding a meal. give me some suggestions.,1,100.00%,0,100.00%,Everyday Decision Making,Everyday Decision Making,Other,2.2,1,1.94,5,0,0.2,0.6,0,0,0,0,0.2,0,mTurk_synthetic,1
796,i had a thing happen at school that has been bugging me since break.,1,100.00%,0,100.00%,School,School,Other,2.2,2,0.98,6,0,0.1,0,0,0.9,0,0,0,0,mTurk_synthetic,0
797,i had a very tiring day at work.,1,100.00%,0,100.00%,Work,Work,"Health, Fatigue, or Physical Pain",3.2,3,0.75,8,0.2,0,0,0,0,0,0,0.5,0.3,mTurk_synthetic,0
798,i had an accident,1,100.00%,0,100.00%,Emotional Turmoil,"Health, Fatigue, or Physical Pain",Other,4.2,5,1.17,5,0,0.2,0,0,0,0,0,0,0.8,mTurk_synthetic,1
799,I had an assignment for I forgot about,1,100.00%,0,100.00%,School,School,Work,2.8,3,1.17,6,0,0,0,0,0.9,0,0,0.1,0,mTurk_synthetic_covid,0
800,i had an direct debit on my account for car insurance and didn't have enough money,1,100.00%,0,100.00%,Financial Problem,Financial Problem, ,5,5,0.89,5,1,0,0,0,0,0,0,0,0,mTurk_synthetic,1
801,i had difficulty making burritos,1,80.00%,0,100.00%,Family Issues,Everyday Decision Making,Work,2.8,1,2.71,5,0.2,0.2,0.4,0,0,0,0,0.2,0,mTurk_synthetic,0
802,i had some problems at work.,1,100.00%,0,100.00%,Work,Work,Financial Problem,3.2,3,1.72,5,0.2,0,0,0,0,0,0,0.8,0,mTurk_synthetic,0
803,i had the problem with my family and these issue had been become too high so please give,1,100.00%,0,100.00%,Family Issues,Family Issues,Financial Problem,5.8,6,1.17,7,0.2,0,0,0.2,0,0.6,0,0,0,mTurk_synthetic,0
804,i had to deal with a customer today,1,80.00%,0,100.00%,Work,Work,Financial Problem,2.6,1,2.87,6,0.2,0.1,0,0,0,0,0.2,0.5,0,mTurk_synthetic,0
805,i had to move to a new house.,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain",Other,Work,5.2,5,1.17,8,0.1,0.4,0.1,0.1,0,0,0.1,0.2,0,mTurk_synthetic,0
806,i had to take my car into the shop and was expensive.,1,100.00%,0,100.00%,Financial Problem,Financial Problem,Family Issues,5.2,5,1.6,6,0.9,0,0,0,0,0.1,0,0,0,mTurk_synthetic,0
807,i had to write a speech the other day,1,80.00%,0,100.00%,Emotional Turmoil,Other,Family Issues,2.8,3,2.4,6,0,0.5,0,0,0.1,0.2,0.2,0,0,mTurk_synthetic,0
808,i hate my job,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,5.4,5,1.85,6,0.2,0,0,0.3,0,0,0,0.5,0,mTurk_synthetic,0
809,i hate my job and haven't heard back from recent job applications i have submitted,1,100.00%,0,100.00%,Work,Work, ,5.6,6,1.85,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
810,i hate work.  my boss is a prick.   he was hitting on me.   i am scread he is going to,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,7,7,0.63,7,0,0,0,0.1,0,0,0.1,0.8,0,mTurk_synthetic,0
811,i have a big problem at my work place. do you have time to spend with me.,1,100.00%,0,100.00%,Work,Work, ,5.4,6,2.58,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
812,I have a biochemistry test coming up that is worth 25% of my grade.,1,100.00%,0,80.00%,School,School,Social Relationships,4.6,4,1.36,5,0,0,0,0,0.8,0,0.2,0,0,mTurk_synthetic_covid,0
813,i have a boss who is clueless in regards to his words.,1,80.00%,0,100.00%,Work,Work,Social Relationships,3,2,2.83,8,0,0.1,0,0,0,0,0.2,0.7,0,mTurk_synthetic,0
814,i have a bunch of patients that suck right now and because of it i have a bad attitude.,1,100.00%,0,100.00%,Work,Work,"Health, Fatigue, or Physical Pain",4.6,5,1.62,7,0,0,0.1,0.1,0,0,0,0.6,0.2,mTurk_synthetic,0
815,i have a bunch of tests this week and no time to study,1,80.00%,0,100.00%,School,School,Emotional Turmoil,4.2,5,2.23,7,0,0.1,0,0.1,0.8,0,0,0,0,mTurk_synthetic,1
816,i have a chemistry test tomorrow and i'm really nervous,1,100.00%,0,100.00%,School,School,Work,5.6,6,1.5,6,0,0,0,0.1,0.7,0,0,0.2,0,mTurk_synthetic,1
817,i have a colleague at work who lost her phone but she is suspecting me.,1,100.00%,0,100.00%,Work,Work,Social Relationships,5.2,4,1.6,10,0,0,0,0.3,0,0,0.3,0.3,0.1,mTurk_synthetic,0
818,i have a crazy employee who is not reliable and is uncooperative.,1,100.00%,0,100.00%,Work,Work,Social Relationships,5.8,5,1.47,7,0.2,0,0,0.2,0,0,0.2,0.4,0,mTurk_synthetic,0
819,i have a current temporary medical condition,1,80.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Other,3.2,3,2.32,7,0,0.2,0,0,0,0,0,0,0.8,mTurk_synthetic,0
820,i have a deadline at work,1,80.00%,0,80.00%,Other,Work,Family Issues,2.6,3,1.85,5,0,0.2,0,0,0,0.2,0,0.6,0,mTurk_synthetic_covid,0
821,i have a deadline that's impossible to meet.,1,100.00%,0,100.00%,Emotional Turmoil,Work,Emotional Turmoil,5,5,1.9,7,0,0,0.1,0.1,0,0,0,0.8,0,mTurk_synthetic,0
822,i have a deadline to meet and a whole lot of work to complete,1,100.00%,0,100.00%,Work,Work,Social Relationships,5,4,2.83,6,0,0,0,0,0.1,0,0.2,0.7,0,popbots_live,0
823,i have a family issue now,1,100.00%,0,100.00%,Family Issues,Family Issues, ,3.4,3,1.02,5,0,0,0,0,0,1,0,0,0,mTurk_synthetic,1
824,i have a friend coming over and i'm stressed about a big expense,1,100.00%,0,100.00%,Financial Problem,Financial Problem,Social Relationships,4,4,1.41,9,0.6,0,0,0,0,0,0.4,0,0,popbots_live,0
825,I have a group presentation tomorrow,1,60.00%,0,100.00%,School,School,Work,2.2,2,2.23,8,0,0.3,0,0,0.4,0,0,0.3,0,mTurk_synthetic_covid,0
826,I have a homework assignment,1,80.00%,0,100.00%,School,School,Other,2,1,2.1,5,0,0.2,0,0,0.8,0,0,0,0,mTurk_synthetic_covid,0
827,i have a huge school project due in five days and i haven't started.,1,100.00%,0,100.00%,School,School,Work,5.2,6,1.72,7,0,0,0.1,0,0.8,0,0,0.1,0,mTurk_synthetic,1
828,i have a job evaluation coming up next week. i'm stressed about it.,1,100.00%,0,100.00%,Emotional Turmoil,Work,School,4,3,2.53,6,0,0,0,0,0.2,0,0,0.7,0.1,mTurk_synthetic,0
829,i have a lot of family issues,1,100.00%,0,100.00%,Family Issues,Family Issues,Emotional Turmoil,3.8,4,1.17,6,0,0,0,0.1,0,0.9,0,0,0,mTurk_synthetic,1
830,i have a lot of projects due and not enough time.,1,80.00%,0,100.00%,Work,Work,Other,3.2,3,2.32,6,0,0.2,0.1,0,0,0,0,0.7,0,mTurk_synthetic,0
831,i have a lot of repairs to do in my basement and i keep finding more things to fix,1,80.00%,0,100.00%,Emotional Turmoil,Other,Everyday Decision Making,2.6,3,1.85,5,0,0.6,0.2,0,0,0,0,0.2,0,mTurk_synthetic,0
832,i have a lot of upcoming deadlines at work,1,100.00%,0,100.00%,Work,Work,Everyday Decision Making,5.8,6,1.17,6,0,0,0.3,0,0,0,0,0.7,0,mTurk_synthetic,0
833,i have a lot of work to do and i am worried i won't get it all done,1,100.00%,0,100.00%,Work,Work, ,3.6,3,1.36,5,0,0,0,0,0,0,0,1,0,popbots_live,0
834,i have a lot of work to do at my job.,1,80.00%,0,100.00%,Work,Work,Other,3.4,5,2.42,5,0,0.2,0,0,0,0,0,0.8,0,mTurk_synthetic,0
835,i have a lot that i need to do and not enough time.,1,100.00%,0,100.00%,Emotional Turmoil,Everyday Decision Making,Other,3,3,1.9,5,0,0.2,0.8,0,0,0,0,0,0,mTurk_synthetic,1
836,i have a lot work pressure in recent days. need your advice to relax,1,100.00%,0,100.00%,Work,Work,Other,4.6,6,2.58,5,0,0.2,0,0.2,0,0,0.2,0.4,0,mTurk_synthetic,0
837,i have a new boss and she is not very approachable.,1,100.00%,0,100.00%,Work,Work,Family Issues,2.6,3,1.5,7,0,0,0,0,0,0.2,0.2,0.6,0,mTurk_synthetic,0
838,i have a new job and my new boss keep checking me out,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,4.6,4,2.58,8,0,0,0,0.2,0,0,0.1,0.7,0,mTurk_synthetic,0
839,i have a problem at work that's really stressing me out.,1,100.00%,0,100.00%,Work,Work, ,3.6,3,1.85,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
840,i have a problem in my health,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Emotional Turmoil,5.6,6,1.02,7,0,0,0,0.2,0,0,0,0,0.8,mTurk_synthetic,1
841,i have a problem with a co-worker.,1,100.00%,0,100.00%,Emotional Turmoil,Work,Social Relationships,4.4,6,2.06,7,0.2,0,0,0,0,0,0.4,0.4,0,mTurk_synthetic,0
842,"I have a problem with my co-worker, can i talk to you",1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,4.4,4,1.36,8,0,0,0,0.2,0,0,0.1,0.7,0,mTurk_synthetic_covid,0
843,i have a really big test coming up next week.,1,80.00%,0,100.00%,School,School,Other,4.6,5,2.42,6,0,0.2,0,0.1,0.7,0,0,0,0,mTurk_synthetic,1
844,i have a really busy schedule this weekend and i'd rather stay home,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain",Other,Social Relationships,4.4,4,1.02,7,0,0.4,0.2,0,0,0,0.3,0,0.1,popbots_live,0
845,i have a situation with a coworker i can't figure out how to best address.,1,80.00%,0,100.00%,Social Relationships,Work,Other,3.2,3,1.94,8,0,0.2,0.1,0.1,0,0,0.2,0.4,0,mTurk_synthetic,0
846,i have a terrible headache,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Everyday Decision Making,5,5,1.67,6,0,0,0.1,0,0,0,0,0,0.9,popbots_live,1
847,"i have a test coming up, but i'm nervous about taking it.",1,100.00%,0,100.00%,School,School,Emotional Turmoil,4.2,4,1.6,6,0,0,0,0.1,0.9,0,0,0,0,mTurk_synthetic,1
848,i have a ton of stuff to do at work,1,100.00%,0,100.00%,Work,Work,Financial Problem,4.8,4,1.72,5,0.2,0,0,0,0,0,0,0.8,0,mTurk_synthetic,0
849,i have all this work and no time to do anything idk what to do,1,100.00%,0,100.00%,School,Work,Everyday Decision Making,3.6,4,1.36,6,0,0,0.1,0,0,0,0,0.9,0,mTurk_synthetic,0
850,i have alot of stress about finances right now and being able to pay bills,1,100.00%,0,100.00%,Financial Problem,Financial Problem,Work,5,5,1.1,5,0.8,0,0,0,0,0,0,0.2,0,mTurk_synthetic,0
851,i have an employee who calls in sick all the time and isn't doing her job.,1,100.00%,0,100.00%,Work,Work,Family Issues,4.6,5,1.5,6,0,0,0,0,0,0.2,0,0.7,0.1,mTurk_synthetic,0
852,i have an essay due on monday and i haven't started yet.,1,100.00%,0,100.00%,School,School, ,3,3,1.9,5,0,0,0,0,1,0,0,0,0,mTurk_synthetic,1
853,i have an essay due this weekend,1,80.00%,0,100.00%,School,School,Other,2.4,2,1.85,6,0,0.1,0,0,0.9,0,0,0,0,popbots_live,1
854,i have an essay due tomorrow and i haven't started,1,100.00%,0,100.00%,School,School,Work,4,3,2.53,6,0,0,0,0,0.9,0,0,0.1,0,mTurk_synthetic,1
855,i have an exam and i am not sure if i am prepared.,1,100.00%,0,100.00%,School,School,Emotional Turmoil,5,4,1.55,6,0,0,0,0.1,0.9,0,0,0,0,mTurk_synthetic,1
856,i have been a bit overwhelmed with balancing work and my outside work side hustles.,1,100.00%,0,100.00%,Work,Work,Financial Problem,4,4,1.1,6,0.1,0,0,0,0,0,0,0.9,0,mTurk_synthetic,0
857,I have been a little stressed with my job lately,1,100.00%,0,100.00%,Work,Work, ,2.8,2,0.98,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic_covid,0
858,i have been applying to jobs for months and i still haven't been hired.,1,100.00%,0,100.00%,Financial Problem,Work,Financial Problem,5.6,6,1.02,6,0.1,0,0,0,0,0,0,0.9,0,mTurk_synthetic,0
859,i have been conducting a job search,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,4.2,3,2.48,6,0.1,0,0,0.2,0,0,0,0.7,0,mTurk_synthetic,0
860,i have been dating two guys that i really like and have to make a choice between them.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,4,5,2.53,6,0,0,0,0.3,0,0,0.7,0,0,mTurk_synthetic,0
861,i have been dealing with a bad coworker,1,100.00%,0,100.00%,Work,Emotional Turmoil,Social Relationships,4.4,4,1.62,8,0,0,0,0.4,0,0,0.3,0.3,0,mTurk_synthetic,1
862,i have been dealing with a lot of work stuff lately,1,100.00%,0,100.00%,Work,Work, ,2.4,3,1.2,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
863,i have been extremley stressed out about the new posistion i took at work.,1,100.00%,0,100.00%,Work,Work, ,4.6,4,1.36,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
864,I have been feeling a lot more fatigue lately.,1,100.00%,0,80.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Social Relationships,4.2,5,1.72,6,0,0,0.1,0,0,0,0.2,0,0.7,mTurk_synthetic_covid,0
865,i have been feeling kind of lonely lately,1,100.00%,0,100.00%,Social Relationships,Social Relationships,Emotional Turmoil,3.2,3,1.33,5,0,0,0,0.4,0,0,0.6,0,0,popbots_live,1
866,i have been feeling rushed at work and having trouble with my training.,1,100.00%,0,100.00%,Work,Work, ,4.4,4,1.85,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
867,i have been feeling so stress about what to fix for dinner every night for dinner.,1,100.00%,0,100.00%,Everyday Decision Making,Everyday Decision Making,Financial Problem,4,4,2,5,0.2,0,0.8,0,0,0,0,0,0,mTurk_synthetic,1
868,I have been feeling stressed about the COVID-19 situation happening worldwide.,1,100.00%,1,100.00%,Other,"Health, Fatigue, or Physical Pain",Social Relationships,4,4,1.1,6,0,0.2,0.1,0,0,0,0.2,0,0.5,mTurk_synthetic_covid,0
869,"i have been feeling stressed with my caseload at work, on top of going to school.",1,100.00%,0,100.00%,Work,Work,School,6.8,7,1.83,10,0,0.1,0,0,0.4,0,0,0.5,0,mTurk_synthetic,0
870,"I have been fighting with my boyfriend everyday, and its been very stressful.",1,100.00%,0,100.00%,Other,Social Relationships,Emotional Turmoil,8,8,0.89,7,0,0,0,0.2,0,0.1,0.7,0,0,mTurk_synthetic_covid,0
871,i have been getting stressed out finding rides to go to all my doctors appointments.,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain",Emotional Turmoil,"Health, Fatigue, or Physical Pain",5.8,6,2.32,6,0,0.2,0,0.5,0,0,0,0,0.3,mTurk_synthetic,1
872,i have been going through a tough time at work can we meet for coffee?,1,80.00%,0,100.00%,Work,Work,Other,3.6,5,1.96,6,0,0.4,0,0,0,0,0.1,0.5,0,mTurk_synthetic,0
873,I have been having a hard time at work and very unhappy.,1,100.00%,0,80.00%,Work,Work,Emotional Turmoil,4.4,4,1.36,7,0.2,0,0,0.2,0,0,0,0.6,0,mTurk_synthetic_covid,0
874,i have been having a hard time dealing with a problem at work. can you give me advice,1,100.00%,0,100.00%,Work,Work, ,3.4,3,1.02,5,0,0,0,0,0,0,0,1,0,mTurk_synthetic,0
875,i have been having a hard time finding a job,1,100.00%,0,100.00%,Work,Work,Financial Problem,5.8,6,1.72,7,0.2,0,0,0,0,0,0,0.8,0,mTurk_synthetic,0
876,i have been having a hard time going to sleep.,1,100.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Emotional Turmoil,2.4,2,0.49,5,0,0,0,0.2,0,0,0,0,0.8,mTurk_synthetic,1
877,i have been having a hard time with my husband.,1,100.00%,0,100.00%,Family Issues,Family Issues,Social Relationships,3.8,4,1.6,7,0,0,0,0,0,0.8,0.2,0,0,mTurk_synthetic,1
878,i have been having a lot going on lately and it has started to stress me out,1,100.00%,0,100.00%,Work,Everyday Decision Making,Other,4.6,4,2.58,5,0,0.2,0.4,0,0,0,0.2,0.2,0,mTurk_synthetic,1
879,i have been having issues with the transitions taking place with a recent move.,1,100.00%,0,100.00%,Family Issues,Everyday Decision Making,Family Issues,3.2,2,1.6,7,0,0.2,0.6,0,0,0.2,0,0,0,mTurk_synthetic,1
880,i have been having long work schedules and a supervisor who nags all the time.,1,100.00%,0,100.00%,Work,Work,Financial Problem,3.6,3,1.2,6,0.2,0,0,0,0,0,0.1,0.7,0,mTurk_synthetic,0
881,i have been having money issues,1,100.00%,0,100.00%,Financial Problem,Financial Problem, ,5.6,6,1.02,5,1,0,0,0,0,0,0,0,0,mTurk_synthetic,0
882,i have been having problems with being threatened by a significant other.,1,100.00%,0,100.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,8.4,8,1.02,8,0,0.1,0,0.1,0,0.1,0.7,0,0,mTurk_synthetic,1
883,i have been having problems with my landlord . i do not like the place .,1,100.00%,0,100.00%,Emotional Turmoil,Financial Problem,Other,4.4,5,1.62,7,0.3,0.2,0.1,0.1,0,0,0.1,0,0.2,mTurk_synthetic,1
884,i have been home the whole time,1,60.00%,1,60.00%,Work,Other,Family Issues,2.4,2,2.24,5,0.2,0.4,0,0.2,0,0.2,0,0,0,mTurk_synthetic_covid,0
885,i have been juggling staffing issues and project deadlines all week.,1,100.00%,0,100.00%,Work,Work,Emotional Turmoil,3.8,4,0.75,5,0,0,0,0.2,0,0.2,0,0.6,0,mTurk_synthetic,0
886,I have been laid off my job due to the pandemic.,1,100.00%,1,100.00%,Financial Problem,Work,Financial Problem,6.6,7,1.02,8,0.2,0,0,0,0,0,0,0.7,0.1,mTurk_synthetic_covid,0
887,i have been looking for a new job,1,100.00%,0,100.00%,Financial Problem,Work,Financial Problem,3.6,3,1.36,8,0.2,0.1,0,0,0,0,0,0.7,0,mTurk_synthetic,0
888,I have been looking for part-time work and now cannot make progress due to coronavirus.,1,100.00%,1,100.00%,Work,Financial Problem,Work,5,5,1.41,6,0.4,0,0,0.2,0,0,0,0.3,0.1,mTurk_synthetic_covid,0
889,i have been losing and becoming distant from some of my friends.,1,100.00%,0,100.00%,Social Relationships,Social Relationships, ,5.6,6,1.85,5,0,0,0,0,0,0,1,0,0,mTurk_synthetic,1
890,I have been losing games.,1,80.00%,0,100.00%,Everyday Decision Making,Other,Everyday Decision Making,2.4,2,1.85,6,0,0.6,0.3,0.1,0,0,0,0,0,mTurk_synthetic_covid,0
891,I have been most recently about finances and if everything will be ok or not.,1,100.00%,1,60.00%,Financial Problem,Financial Problem, ,4.6,4,1.36,5,1,0,0,0,0,0,0,0,0,mTurk_synthetic_covid,0
892,i have been on a diet and i'm not losing weight.,1,80.00%,0,100.00%,"Health, Fatigue, or Physical Pain","Health, Fatigue, or Physical Pain",Other,3.2,4,1.72,7,0,0.1,0,0.1,0,0,0,0,0.8,mTurk_synthetic,0
893,i have been out of work due to corona virus,1,100.00%,1,100.00%,Work,Work,Financial Problem,6.4,6,2.06,6,0.1,0,0,0,0,0,0,0.9,0,mTurk_synthetic_covid,0
894,I have been really stressed about being separated from my boyfriend from Canada.,1,100.00%,1,60.00%,Emotional Turmoil,Social Relationships,Emotional Turmoil,5,5,2.28,6,0,0,0,0.1,0,0,0.9,0,0,mTurk_synthetic_covid,0
895,i have been really stressed about money lately,1,100.00%,0,100.00%,Financial Problem,Financial Problem, ,5,5,2.28,5,1,0,0,0,0,0,0,0,0,mTurk_synthetic,0
896,I have been really stressed over money concerns and coronavirus.,1,100.00%,1,100.00%,Financial Problem,Financial Problem,Other,6,6,1.41,6,0.7,0.2,0,0.1,0,0,0,0,0,mTurk_synthetic_covid,0
